STATE_CODE,SHRP_ID,CONSTRUCTION_NO,GPS_SPS,EXPERIMENT_NO,VISIT_DATE,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_JPCC,MEPDG_CRACKING_PERCENT_JPCC,AVG_WHEELPATH_FAULT,TRANS_SPALLING_L,TRANS_CRACK_NO,PATCH_RIGID_A,HPMS16_CRACKING_PERCENT_CRCP,MEPDG_PUNCHOUTS_CRCP,PUNCHOUTS_NO,LONG_SPALLING_L,BOUND_THICKNESS_CM,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,STATE_ABBR
54,4003,1,G,4,1999-06-24,1.815,2.027,JRCP,0,,0.6,0.0,0,0.0,,,,,9.5,1999,,,544003,94,13.4,909.5,1982-10-01,WV
54,4003,1,G,4,2001-07-16,1.854,1.955,JRCP,,,,,,,,,,,9.5,2001,,,544003,101,13.3,1024.6,1982-10-01,WV
54,4003,1,G,4,1995-10-26,1.631,1.635,JRCP,0,,0.7,0.0,0,0.0,,,,,9.5,1995,,140.0,544003,246,12.5,1246.7,1982-10-01,WV
54,4003,1,G,4,1995-10-26,1.606,1.672,JRCP,0,,0.7,0.0,0,0.0,,,,,9.5,1995,,140.0,544003,246,12.5,1246.7,1982-10-01,WV
54,4003,1,G,4,1999-06-24,1.796,1.99,JRCP,0,,0.6,0.0,0,0.0,,,,,9.5,1999,,,544003,94,13.4,909.5,1982-10-01,WV
54,4003,1,G,4,1999-06-24,1.787,1.981,JRCP,0,,0.6,0.0,0,0.0,,,,,9.5,1999,,,544003,94,13.4,909.5,1982-10-01,WV
54,4003,1,G,4,1999-06-24,1.873,1.94,JRCP,0,,0.6,0.0,0,0.0,,,,,9.5,1999,,,544003,94,13.4,909.5,1982-10-01,WV
54,4003,1,G,4,2000-06-23,1.985,2.054,JRCP,0,,0.6,0.0,0,0.0,,,,,9.5,2000,,676.0,544003,201,12.7,1091.4,1982-10-01,WV
54,4003,1,G,4,2000-06-23,1.896,1.974,JRCP,0,,0.6,0.0,0,0.0,,,,,9.5,2000,,676.0,544003,201,12.7,1091.4,1982-10-01,WV
54,4003,1,G,4,2000-06-23,1.926,2.0,JRCP,0,,0.6,0.0,0,0.0,,,,,9.5,2000,,676.0,544003,201,12.7,1091.4,1982-10-01,WV
54,4003,1,G,4,2000-06-23,1.892,1.986,JRCP,0,,0.6,0.0,0,0.0,,,,,9.5,2000,,676.0,544003,201,12.7,1091.4,1982-10-01,WV
54,4003,1,G,4,2001-07-16,1.858,1.936,JRCP,,,,,,,,,,,9.5,2001,,,544003,101,13.3,1024.6,1982-10-01,WV
54,4003,1,G,4,2001-07-16,1.837,1.924,JRCP,,,,,,,,,,,9.5,2001,,,544003,101,13.3,1024.6,1982-10-01,WV
54,4003,1,G,4,2001-07-16,1.827,1.938,JRCP,,,,,,,,,,,9.5,2001,,,544003,101,13.3,1024.6,1982-10-01,WV
54,4003,1,G,4,2001-07-16,1.786,1.967,JRCP,,,,,,,,,,,9.5,2001,,,544003,101,13.3,1024.6,1982-10-01,WV
54,4003,1,G,4,1991-11-13,1.642,1.546,JRCP,,,,,,,,,,,9.5,1991,,,544003,87,13.6,1158.5,1982-10-01,WV
54,4003,1,G,4,1994-10-12,1.58,1.538,JRCP,,,,,,,,,,,9.5,1994,,,544003,203,11.7,1254.0,1982-10-01,WV
54,4003,1,G,4,2000-06-23,1.962,2.022,JRCP,0,,0.6,0.0,0,0.0,,,,,9.5,2000,,676.0,544003,201,12.7,1091.4,1982-10-01,WV
54,4003,1,G,4,1989-11-15,1.544,1.57,JRCP,,,,,,,,,,,9.5,1989,,,544003,219,12.1,1569.9,1982-10-01,WV
54,4003,1,G,4,1994-10-12,1.639,1.571,JRCP,,,,,,,,,,,9.5,1994,,,544003,203,11.7,1254.0,1982-10-01,WV
54,4003,1,G,4,1991-11-13,1.549,1.592,JRCP,,,,,,,,,,,9.5,1991,,,544003,87,13.6,1158.5,1982-10-01,WV
54,4003,1,G,4,1989-11-15,1.598,1.547,JRCP,,,,,,,,,,,9.5,1989,,,544003,219,12.1,1569.9,1982-10-01,WV
54,4003,1,G,4,1989-11-15,1.611,1.554,JRCP,,,,,,,,,,,9.5,1989,,,544003,219,12.1,1569.9,1982-10-01,WV
54,4003,1,G,4,1989-11-15,1.596,1.52,JRCP,,,,,,,,,,,9.5,1989,,,544003,219,12.1,1569.9,1982-10-01,WV
54,4003,1,G,4,1990-09-17,2.039,1.523,JRCP,,,,,,,,,,,9.5,1990,,,544003,46,13.5,1346.8,1982-10-01,WV
54,4003,1,G,4,1990-09-17,1.945,1.555,JRCP,,,,,,,,,,,9.5,1990,,,544003,46,13.5,1346.8,1982-10-01,WV
54,4003,1,G,4,1990-09-17,1.875,1.551,JRCP,,,,,,,,,,,9.5,1990,,,544003,46,13.5,1346.8,1982-10-01,WV
54,4003,1,G,4,1990-09-17,1.83,1.538,JRCP,,,,,,,,,,,9.5,1990,,,544003,46,13.5,1346.8,1982-10-01,WV
54,4003,1,G,4,1990-09-17,1.925,1.557,JRCP,,,,,,,,,,,9.5,1990,,,544003,46,13.5,1346.8,1982-10-01,WV
54,4003,1,G,4,1992-12-03,1.361,1.628,JRCP,,,,,,,,,,,9.5,1992,,,544003,94,11.9,1174.5,1982-10-01,WV
54,4003,1,G,4,1994-10-12,1.617,1.59,JRCP,,,,,,,,,,,9.5,1994,,,544003,203,11.7,1254.0,1982-10-01,WV
54,4003,1,G,4,1989-11-15,1.651,1.543,JRCP,,,,,,,,,,,9.5,1989,,,544003,219,12.1,1569.9,1982-10-01,WV
54,4003,1,G,4,1991-11-13,1.622,1.563,JRCP,,,,,,,,,,,9.5,1991,,,544003,87,13.6,1158.5,1982-10-01,WV
54,4003,1,G,4,1994-10-12,1.626,1.594,JRCP,,,,,,,,,,,9.5,1994,,,544003,203,11.7,1254.0,1982-10-01,WV
54,4003,1,G,4,1992-12-03,1.394,1.652,JRCP,,,,,,,,,,,9.5,1992,,,544003,94,11.9,1174.5,1982-10-01,WV
54,4003,1,G,4,1992-12-03,1.449,1.631,JRCP,,,,,,,,,,,9.5,1992,,,544003,94,11.9,1174.5,1982-10-01,WV
54,4003,1,G,4,1992-12-03,1.432,1.617,JRCP,,,,,,,,,,,9.5,1992,,,544003,94,11.9,1174.5,1982-10-01,WV
54,4003,1,G,4,1992-12-03,1.437,1.612,JRCP,,,,,,,,,,,9.5,1992,,,544003,94,11.9,1174.5,1982-10-01,WV
54,4003,1,G,4,1991-11-13,1.686,1.518,JRCP,,,,,,,,,,,9.5,1991,,,544003,87,13.6,1158.5,1982-10-01,WV
54,4003,1,G,4,1991-11-13,1.58,1.526,JRCP,,,,,,,,,,,9.5,1991,,,544003,87,13.6,1158.5,1982-10-01,WV
54,4003,2,G,4,2009-03-31,2.038,2.169,JRCP,0,,1.2,0.0,0,0.0,,,,,9.5,2009,,,544003,168,12.9,1349.2,,WV
54,4003,2,G,4,2012-07-17,2.146,2.353,JRCP,0,,1.0,0.0,0,0.0,,,,,9.5,2012,,,544003,41,14.4,1305.9,,WV
54,4003,2,G,4,2011-07-26,2.138,2.357,JRCP,0,,1.3,0.0,0,0.0,,,,,9.5,2011,,,544003,91,13.9,1507.9,,WV
54,4003,2,G,4,2009-03-31,1.993,2.159,JRCP,0,,1.2,0.0,0,0.0,,,,,9.5,2009,,,544003,168,12.9,1349.2,,WV
54,4003,2,G,4,2008-03-05,1.971,2.072,JRCP,0,,0.0,0.0,0,0.0,,,,,9.5,2008,,,544003,151,12.8,1150.3,,WV
54,4003,2,G,4,2008-03-05,1.849,2.017,JRCP,0,,0.0,0.0,0,0.0,,,,,9.5,2008,,,544003,151,12.8,1150.3,,WV
54,4003,2,G,4,2009-03-31,2.02,2.133,JRCP,0,,1.2,0.0,0,0.0,,,,,9.5,2009,,,544003,168,12.9,1349.2,,WV
54,4003,2,G,4,2011-07-26,2.133,2.358,JRCP,0,,1.3,0.0,0,0.0,,,,,9.5,2011,,,544003,91,13.9,1507.9,,WV
54,4003,2,G,4,2011-07-26,2.149,2.406,JRCP,0,,1.3,0.0,0,0.0,,,,,9.5,2011,,,544003,91,13.9,1507.9,,WV
54,4003,2,G,4,2011-07-26,2.168,2.388,JRCP,0,,1.3,0.0,0,0.0,,,,,9.5,2011,,,544003,91,13.9,1507.9,,WV
54,4003,2,G,4,2012-07-17,2.154,2.298,JRCP,0,,1.0,0.0,0,0.0,,,,,9.5,2012,,,544003,41,14.4,1305.9,,WV
54,4003,2,G,4,2012-07-17,2.195,2.352,JRCP,0,,1.0,0.0,0,0.0,,,,,9.5,2012,,,544003,41,14.4,1305.9,,WV
54,4003,2,G,4,2008-03-05,1.793,1.981,JRCP,0,,0.0,0.0,0,0.0,,,,,9.5,2008,,,544003,151,12.8,1150.3,,WV
54,4003,2,G,4,2009-03-31,2.034,2.161,JRCP,0,,1.2,0.0,0,0.0,,,,,9.5,2009,,,544003,168,12.9,1349.2,,WV
54,4003,2,G,4,2012-07-17,2.151,2.318,JRCP,0,,1.0,0.0,0,0.0,,,,,9.5,2012,,,544003,41,14.4,1305.9,,WV
54,4003,2,G,4,2012-07-17,2.137,2.303,JRCP,0,,1.0,0.0,0,0.0,,,,,9.5,2012,,,544003,41,14.4,1305.9,,WV
54,4003,2,G,4,2011-07-26,2.134,2.321,JRCP,0,,1.3,0.0,0,0.0,,,,,9.5,2011,,,544003,91,13.9,1507.9,,WV
54,4003,2,G,4,2002-12-12,1.759,1.888,JRCP,0,,0.9,0.0,0,0.0,,,,,9.5,2002,,636.0,544003,87,13.7,1185.1,,WV
54,4003,2,G,4,2008-03-05,1.886,2.04,JRCP,0,,0.0,0.0,0,0.0,,,,,9.5,2008,,,544003,151,12.8,1150.3,,WV
54,4003,2,G,4,2009-03-31,2.038,2.195,JRCP,0,,1.2,0.0,0,0.0,,,,,9.5,2009,,,544003,168,12.9,1349.2,,WV
54,4003,2,G,4,2002-12-12,1.782,1.896,JRCP,0,,0.9,0.0,0,0.0,,,,,9.5,2002,,636.0,544003,87,13.7,1185.1,,WV
54,4003,2,G,4,2002-12-12,1.758,1.88,JRCP,0,,0.9,0.0,0,0.0,,,,,9.5,2002,,636.0,544003,87,13.7,1185.1,,WV
54,4003,2,G,4,2002-12-12,1.795,1.933,JRCP,0,,0.9,0.0,0,0.0,,,,,9.5,2002,,636.0,544003,87,13.7,1185.1,,WV
54,4003,2,G,4,2003-06-04,1.905,1.992,JRCP,0,,0.9,0.0,0,0.0,,,,,9.5,2003,,,544003,144,12.9,1527.5,,WV
54,4003,2,G,4,2003-06-04,1.946,2.012,JRCP,0,,0.9,0.0,0,0.0,,,,,9.5,2003,,,544003,144,12.9,1527.5,,WV
54,4003,2,G,4,2003-06-04,1.92,2.014,JRCP,0,,0.9,0.0,0,0.0,,,,,9.5,2003,,,544003,144,12.9,1527.5,,WV
54,4003,2,G,4,2003-06-04,1.956,1.985,JRCP,0,,0.9,0.0,0,0.0,,,,,9.5,2003,,,544003,144,12.9,1527.5,,WV
54,4003,2,G,4,2003-06-04,1.888,1.99,JRCP,0,,0.9,0.0,0,0.0,,,,,9.5,2003,,,544003,144,12.9,1527.5,,WV
54,4003,2,G,4,2008-03-05,1.886,2.051,JRCP,0,,0.0,0.0,0,0.0,,,,,9.5,2008,,,544003,151,12.8,1150.3,,WV
54,4003,2,G,4,2002-12-12,1.709,1.869,JRCP,0,,0.9,0.0,0,0.0,,,,,9.5,2002,,636.0,544003,87,13.7,1185.1,,WV
54,4003,3,G,4,2014-12-15,0.833,0.852,JRCP,0,,-0.1,0.6,0,0.0,,,,,9.5,2014,,,544003,239,12.4,1255.2,,WV
54,4003,3,G,4,2014-12-15,0.825,0.969,JRCP,0,,-0.1,0.6,0,0.0,,,,,9.5,2014,,,544003,239,12.4,1255.2,,WV
54,4003,3,G,4,2015-08-24,0.823,0.785,JRCP,0,,-0.1,0.6,0,0.0,,,,,9.5,2015,,,544003,210,13.7,1310.3,,WV
54,4003,3,G,4,2015-08-24,0.783,0.748,JRCP,0,,-0.1,0.6,0,0.0,,,,,9.5,2015,,,544003,210,13.7,1310.3,,WV
54,4003,3,G,4,2015-08-24,0.758,0.839,JRCP,0,,-0.1,0.6,0,0.0,,,,,9.5,2015,,,544003,210,13.7,1310.3,,WV
54,4003,3,G,4,2015-08-24,0.809,0.794,JRCP,0,,-0.1,0.6,0,0.0,,,,,9.5,2015,,,544003,210,13.7,1310.3,,WV
54,4003,3,G,4,2016-06-09,0.814,0.79,JRCP,,,,,,,,,,,9.5,2016,,132.0,544003,140,14.2,1152.6,,WV
54,4003,3,G,4,2014-12-15,0.866,0.881,JRCP,0,,-0.1,0.6,0,0.0,,,,,9.5,2014,,,544003,239,12.4,1255.2,,WV
54,4003,3,G,4,2016-06-09,0.802,0.835,JRCP,,,,,,,,,,,9.5,2016,,132.0,544003,140,14.2,1152.6,,WV
54,4003,3,G,4,2016-06-09,0.8,0.805,JRCP,,,,,,,,,,,9.5,2016,,132.0,544003,140,14.2,1152.6,,WV
54,4003,3,G,4,2014-12-15,0.836,0.999,JRCP,0,,-0.1,0.6,0,0.0,,,,,9.5,2014,,,544003,239,12.4,1255.2,,WV
54,4003,3,G,4,2016-06-09,0.782,0.981,JRCP,,,,,,,,,,,9.5,2016,,132.0,544003,140,14.2,1152.6,,WV
54,4003,3,G,4,2015-08-24,0.77,0.791,JRCP,0,,-0.1,0.6,0,0.0,,,,,9.5,2015,,,544003,210,13.7,1310.3,,WV
54,4003,3,G,4,2014-12-15,0.803,0.885,JRCP,0,,-0.1,0.6,0,0.0,,,,,9.5,2014,,,544003,239,12.4,1255.2,,WV
54,4003,3,G,4,2016-06-09,0.816,0.803,JRCP,,,,,,,,,,,9.5,2016,,132.0,544003,140,14.2,1152.6,,WV
54,4004,1,G,4,1993-11-06,3.146,3.128,JRCP,,,,,,,,,,,10.2,1993,,,544004,149,11.6,1117.1,1981-06-01,WV
54,4004,1,G,4,1993-11-06,3.032,3.015,JRCP,,,,,,,,,,,10.2,1993,,,544004,149,11.6,1117.1,1981-06-01,WV
54,4004,1,G,4,1994-10-11,3.518,3.488,JRCP,,,,,,,,,,,10.2,1994,,3002.0,544004,190,11.6,1113.9,1981-06-01,WV
54,4004,1,G,4,1993-11-06,3.127,3.106,JRCP,,,,,,,,,,,10.2,1993,,,544004,149,11.6,1117.1,1981-06-01,WV
54,4004,1,G,4,1990-09-18,2.709,2.693,JRCP,,,,,,,,,,,10.2,1990,,,544004,43,13.0,1166.2,1981-06-01,WV
54,4004,1,G,4,1993-11-06,3.094,3.099,JRCP,,,,,,,,,,,10.2,1993,,,544004,149,11.6,1117.1,1981-06-01,WV
54,4004,1,G,4,1993-11-06,3.111,3.079,JRCP,,,,,,,,,,,10.2,1993,,,544004,149,11.6,1117.1,1981-06-01,WV
54,4004,1,G,4,1992-12-03,2.723,3.05,JRCP,,,,,,,,,,,10.2,1992,,,544004,108,11.3,1002.2,1981-06-01,WV
54,4004,1,G,4,1992-12-03,2.694,3.015,JRCP,,,,,,,,,,,10.2,1992,,,544004,108,11.3,1002.2,1981-06-01,WV
54,4004,1,G,4,1992-12-03,2.687,3.042,JRCP,,,,,,,,,,,10.2,1992,,,544004,108,11.3,1002.2,1981-06-01,WV
54,4004,1,G,4,1992-12-03,2.659,3.064,JRCP,,,,,,,,,,,10.2,1992,,,544004,108,11.3,1002.2,1981-06-01,WV
54,4004,1,G,4,1992-12-03,2.706,3.044,JRCP,,,,,,,,,,,10.2,1992,,,544004,108,11.3,1002.2,1981-06-01,WV
54,4004,1,G,4,1991-11-14,2.986,2.858,JRCP,,,,,,,,,,,10.2,1991,,,544004,89,12.9,1118.8,1981-06-01,WV
54,4004,1,G,4,1991-11-14,2.845,2.86,JRCP,,,,,,,,,,,10.2,1991,,,544004,89,12.9,1118.8,1981-06-01,WV
54,4004,1,G,4,1991-11-14,2.896,2.88,JRCP,,,,,,,,,,,10.2,1991,,,544004,89,12.9,1118.8,1981-06-01,WV
54,4004,1,G,4,1991-11-14,2.895,2.902,JRCP,,,,,,,,,,,10.2,1991,,,544004,89,12.9,1118.8,1981-06-01,WV
54,4004,1,G,4,1991-11-14,2.718,2.831,JRCP,,,,,,,,,,,10.2,1991,,,544004,89,12.9,1118.8,1981-06-01,WV
54,4004,1,G,4,1990-09-18,2.784,2.658,JRCP,,,,,,,,,,,10.2,1990,,,544004,43,13.0,1166.2,1981-06-01,WV
54,4004,1,G,4,1990-09-18,2.794,2.647,JRCP,,,,,,,,,,,10.2,1990,,,544004,43,13.0,1166.2,1981-06-01,WV
54,4004,1,G,4,1990-09-18,2.764,2.643,JRCP,,,,,,,,,,,10.2,1990,,,544004,43,13.0,1166.2,1981-06-01,WV
54,4004,1,G,4,1994-10-11,3.481,3.415,JRCP,,,,,,,,,,,10.2,1994,,3002.0,544004,190,11.6,1113.9,1981-06-01,WV
54,4004,1,G,4,1996-02-29,3.645,3.569,JRCP,100,,4.2,0.0,39,0.0,,,,,10.2,1996,,,544004,255,10.9,1395.9,1981-06-01,WV
54,4004,1,G,4,1990-09-18,2.755,2.604,JRCP,,,,,,,,,,,10.2,1990,,,544004,43,13.0,1166.2,1981-06-01,WV
54,4004,1,G,4,1996-02-29,3.66,3.583,JRCP,100,,4.2,0.0,39,0.0,,,,,10.2,1996,,,544004,255,10.9,1395.9,1981-06-01,WV
54,4004,1,G,4,1994-10-11,3.496,3.386,JRCP,,,,,,,,,,,10.2,1994,,3002.0,544004,190,11.6,1113.9,1981-06-01,WV
54,4004,1,G,4,1996-02-29,3.641,3.6,JRCP,100,,4.2,0.0,39,0.0,,,,,10.2,1996,,,544004,255,10.9,1395.9,1981-06-01,WV
54,4004,1,G,4,1996-02-29,3.669,3.569,JRCP,100,,4.2,0.0,39,0.0,,,,,10.2,1996,,,544004,255,10.9,1395.9,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.616,3.525,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.616,3.525,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.616,3.525,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.615,3.508,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.615,3.508,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.615,3.508,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.603,3.552,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.603,3.552,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.603,3.552,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.596,3.533,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.596,3.533,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.596,3.533,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.616,3.502,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.616,3.502,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1995-10-20,3.616,3.502,JRCP,100,,0.0,0.0,48,0.0,,,,,10.2,1995,2300.0,924.0,544004,233,11.7,1085.0,1981-06-01,WV
54,4004,1,G,4,1994-10-11,3.513,3.347,JRCP,,,,,,,,,,,10.2,1994,,3002.0,544004,190,11.6,1113.9,1981-06-01,WV
54,4004,1,G,4,1994-10-11,3.479,3.415,JRCP,,,,,,,,,,,10.2,1994,,3002.0,544004,190,11.6,1113.9,1981-06-01,WV
54,4004,1,G,4,1996-02-29,3.635,3.598,JRCP,100,,4.2,0.0,39,0.0,,,,,10.2,1996,,,544004,255,10.9,1395.9,1981-06-01,WV
54,5007,1,G,5,1990-09-20,2.461,2.409,CRCP,,,,,,,,,,,8.3,1990,,,545007,74,12.0,1420.9,1977-06-01,WV
54,5007,1,G,5,1991-06-25,2.232,2.782,CRCP,,,,,,,,,,,8.3,1991,,,545007,156,12.1,1054.2,1977-06-01,WV
54,5007,1,G,5,1991-06-25,2.296,2.783,CRCP,,,,,,,,,,,8.3,1991,,,545007,156,12.1,1054.2,1977-06-01,WV
54,5007,1,G,5,1991-06-25,2.251,2.849,CRCP,,,,,,,,,,,8.3,1991,,,545007,156,12.1,1054.2,1977-06-01,WV
54,5007,1,G,5,1991-06-25,2.282,2.724,CRCP,,,,,,,,,,,8.3,1991,,,545007,156,12.1,1054.2,1977-06-01,WV
54,5007,1,G,5,1991-06-25,2.266,2.784,CRCP,,,,,,,,,,,8.3,1991,,,545007,156,12.1,1054.2,1977-06-01,WV
54,5007,1,G,5,1990-09-20,2.51,2.455,CRCP,,,,,,,,,,,8.3,1990,,,545007,74,12.0,1420.9,1977-06-01,WV
54,5007,1,G,5,1990-09-20,2.489,2.43,CRCP,,,,,,,,,,,8.3,1990,,,545007,74,12.0,1420.9,1977-06-01,WV
54,5007,1,G,5,1990-09-20,2.433,2.38,CRCP,,,,,,,,,,,8.3,1990,,,545007,74,12.0,1420.9,1977-06-01,WV
54,5007,1,G,5,1989-11-14,2.308,2.296,CRCP,,,,,,,,,,,8.3,1989,,,545007,341,10.3,1449.1,1977-06-01,WV
54,5007,1,G,5,1989-11-14,2.251,2.262,CRCP,,,,,,,,,,,8.3,1989,,,545007,341,10.3,1449.1,1977-06-01,WV
54,5007,1,G,5,1989-11-14,2.289,2.291,CRCP,,,,,,,,,,,8.3,1989,,,545007,341,10.3,1449.1,1977-06-01,WV
54,5007,1,G,5,1989-11-14,2.274,2.219,CRCP,,,,,,,,,,,8.3,1989,,,545007,341,10.3,1449.1,1977-06-01,WV
54,5007,1,G,5,1989-11-14,2.292,2.207,CRCP,,,,,,,,,,,8.3,1989,,,545007,341,10.3,1449.1,1977-06-01,WV
54,5007,1,G,5,1990-09-20,2.462,2.465,CRCP,,,,,,,,,,,8.3,1990,,,545007,74,12.0,1420.9,1977-06-01,WV
54,5007,2,G,5,1992-04-30,2.211,2.985,CRCP,,,,,,,,,,,8.3,1992,,,545007,185,10.7,1042.5,,WV
54,5007,2,G,5,1992-04-30,2.202,2.955,CRCP,,,,,,,,,,,8.3,1992,,,545007,185,10.7,1042.5,,WV
54,5007,2,G,5,1992-04-30,2.205,2.928,CRCP,,,,,,,,,,,8.3,1992,,,545007,185,10.7,1042.5,,WV
54,5007,2,G,5,1991-11-15,2.25,2.535,CRCP,,,,,,,,,,,8.3,1991,,,545007,156,12.1,1054.2,,WV
54,5007,2,G,5,1991-11-15,2.129,2.584,CRCP,,,,,,,,,,,8.3,1991,,,545007,156,12.1,1054.2,,WV
54,5007,2,G,5,1991-11-15,2.074,2.527,CRCP,,,,,,,,,,,8.3,1991,,,545007,156,12.1,1054.2,,WV
54,5007,2,G,5,1991-11-15,2.172,2.575,CRCP,,,,,,,,,,,8.3,1991,,,545007,156,12.1,1054.2,,WV
54,5007,2,G,5,1991-11-15,2.093,2.614,CRCP,,,,,,,,,,,8.3,1991,,,545007,156,12.1,1054.2,,WV
54,5007,2,G,5,1992-04-30,2.211,2.936,CRCP,,,,,,,,,,,8.3,1992,,,545007,185,10.7,1042.5,,WV
54,5007,2,G,5,1992-04-30,2.199,2.934,CRCP,,,,,,,,,,,8.3,1992,,,545007,185,10.7,1042.5,,WV
